"pid","assessed_value"
2550,313795.72781275
2551,355728.714612313
2552,286803.249584426
2553,504408.580019043
2554,292776.174896298
2555,399871.149850176
2556,680659.294321013
2557,707515.570598262
2558,555727.028824512
2559,361675.061680775
2560,819637.646904433
2561,473892.074586353
2562,434378.33765543
2563,988048.860796875
2564,327191.181042541
2565,339558.600585495
2566,571477.636281487
2567,579848.446371998
2568,499487.580615555
2569,323193.280335607
2570,654041.025815887
2571,435291.434475923
2572,715424.826884478
2573,457009.023185789
2574,238841.697343441
2575,637949.02762941
2576,368128.275772052
2577,746892.036702506
2578,255595.310511905
2579,423941.057287262
2580,647379.97952955
2581,368490.418720431
2582,372620.559562705
2583,536389.54387099
2584,353465.746961149
2585,437380.231491485
2586,373420.142131662
2587,1050924.61638459
2588,479627.684989086
2589,424740.743170361
2590,434619.397121941
2591,298248.615413726
2592,198031.288955688
2593,304734.30999091
2594,515310.991405209
2595,452230.511528197
2596,315073.738282594
2597,517701.551872302
2598,699876.615325497
2599,434247.232964682
2600,836255.079334626
2601,592999.346246572
2602,619789.1004786
2603,616327.9941585
2604,444742.659572138
2605,506347.046900257
2606,288057.027331242
2607,327406.969588485
2608,403713.349463418
2609,780409.665138551
2610,823187.986535528
2611,311049.84857345
2612,501076.361398458
2613,370820.409667055
2614,326950.793664603
2615,652628.32714519
2616,506807.122694812
2617,579165.102476216
2618,739908.529592892
2619,232652.008556581
2620,327235.301938747
2621,408050.592430422
2622,398683.859125399
2623,536908.517088059
2624,299781.227291575
2625,398787.297525863
2626,320391.919774832
2627,913583.994180211
2628,662508.065170903
2629,382354.850773437
2630,54515.6119980384
2631,886311.470238697
2632,650149.728926245
2633,654156.761085034
2634,381504.725877335
2635,323048.814008329
2636,812613.148810429
2637,524229.255735602
2638,733445.681024965
2639,322046.716478351
2640,207897.711769677
2641,360711.436524631
2642,425678.465268934
2643,422307.430315098
2644,513328.140158558
2645,443190.576674156
2646,617475.262745613
2647,808693.512674046
2648,524418.400832043
2649,583854.439380849
2650,419117.523499699
2651,446086.83442776
2652,663833.993801074
2653,386864.461452192
2654,731900.267084285
2655,343171.730922246
2656,404998.020322614
2657,424685.571028153
2658,169517.569419505
2659,888136.307567434
2660,358248.650745583
2661,412773.713352597
2662,798512.941662327
2663,369585.293658099
2664,388626.249208993
2665,423219.980517995
2666,537689.36819606
2667,332060.059944813
2668,633787.924013478
2669,315942.194667087
2670,652151.275780189
2671,449555.328107251
2672,714040.343947225
2673,391005.106861629
2674,422237.002171994
2675,416875.912980082
2676,524700.422489875
2677,498953.211073806
2678,532615.440308815
2679,437148.102092838
2680,389411.227250334
2681,164013.51194427
2682,299232.770390753
2683,837963.094077662
2684,504082.42513738
2685,325892.270157666
2686,362349.777148977
2687,629777.37704584
2688,242731.194590104
2689,971504.205155589
2690,592706.515857735
2691,218666.109284519
2692,754145.364031882
2693,362649.4093602
2694,162613.737108962
2695,357254.847304249
2696,790999.458808455
2697,505980.361311054
2698,335773.133120621
2699,769716.295365143
2700,848291.730553815
2701,363740.344359728
2702,636460.752861872
2703,311543.706131696
2704,271146.585799774
2705,419183.175410002
2706,292514.376312442
2707,962649.463050628
2708,335961.333380599
2709,438627.149405007
2710,622883.814070883
2711,600885.6650082
2712,375204.456177338
2713,646750.013789241
2714,515582.684413637
2715,435989.016885326
2716,328812.762082386
2717,701950.901246686
2718,414175.638696457
2719,902745.128635076
2720,617444.228821328
2721,609960.80683033
2722,1048225.66685511
2723,537387.303697865
2724,410348.105518495
2725,242777.770057444
2726,552696.703141189
2727,495019.516071728
2728,463307.108318213
2729,355439.291442029
2730,375214.105859947
2731,657938.020667348
2732,446799.57442615
2733,288144.204817409
2734,254297.255940043
2735,608617.205568439
2736,376249.189434522
2737,711634.203029354
2738,816576.748599969
2739,384654.580184394
2740,575456.606689142
2741,543602.357966764
2742,134829.428174399
2743,476608.229524834
2744,771200.121538803
2745,227164.579772635
2746,493740.617463009
2747,829517.104115605
2748,443903.929870564
2749,530693.288072318
2750,514600.133885986
2751,313929.060065125
2752,891286.413907245
2753,913382.773614939
2754,451667.458801347
2755,663207.100859929
2756,600486.2011451
2757,182371.383174888
2758,414017.067893232
2759,253441.577662674
2760,483856.334499509
2761,465341.900424313
2762,339490.605639878
2763,582017.173043956
2764,658011.114439864
2765,510987.347423493
2766,972439.281415215
2767,608824.788434003
2768,656842.201623213
2769,501216.32349768
2770,637682.334509238
2771,595564.909437088
2772,462797.062780574
2773,512263.166394394
2774,566724.377628141
2775,252252.460453397
2776,143744.303598426
2777,411865.45074659
2778,1062403.73278743
2779,502142.031553145
2780,373739.622657515
2782,650031.278492089
2783,648572.428008968
2784,577357.712155674
2785,756501.53118163
2786,312377.122279265
2787,348206.09706443
2788,544093.704493462
2789,465629.109611072
2790,753686.670126291
2791,652815.57007741
2792,596548.223530332
2793,130171.285671379
2794,307557.351432156
2795,541638.277859954
2796,739572.0449019
2797,486148.468439765
2798,143246.297192175
2799,409510.005698758
2800,455867.982214744
2801,317724.77926755
2802,531754.342258104
2803,858636.461164162
2804,210217.692526691
2805,815622.821160611
2806,687463.678402631
2807,741145.908242911
2808,630604.051159928
2809,438930.764087056
2810,605910.42265286
2811,356803.919383612
2812,328697.881611817
2813,545348.060752593
2814,842793.238408665
2815,308026.987281997
2816,680940.590561466
2817,484751.010227808
2818,888407.695376391
2819,719525.350519779
2820,472264.037646699
2821,314394.730147338
2822,396491.845572773
2823,794792.175258354
2824,861450.049810996
2825,740590.060533683
2826,324028.911516436
2827,343314.436991104
2828,503327.166378674
2829,336749.548023612
2830,928932.90260409
2831,243879.171335633
2832,317775.295364865
2833,626542.307484594
2834,561681.111630835
2835,482082.048089174
2836,438859.677514456
2837,423385.234176257
2838,617398.735018942
2839,441355.27265909
2840,460482.252242989
2841,549332.344012722
2842,635019.101040591
2843,658757.995780402
2844,264233.584363779
2845,524100.494184154
2846,519525.733835263
2847,635596.698186559
2848,399387.25939598
2849,269261.445278552
2850,516165.343394404
2851,939697.895294797
2852,262515.936545133
2853,456108.58459111
2854,247197.124837298
2855,330468.606115772
2856,414034.433630707
2857,472365.539825102
2858,241585.200744977
2859,479689.643997838
2860,305052.968564569
2861,246021.165266004
2862,472040.786078605
2863,233819.60944968
2864,344451.797757149
2865,534782.009151131
2866,611250.417488304
2867,525906.413070724
2868,449464.675375395
2869,347739.848968478
2870,576141.923889356
2871,1053890.86373335
2872,476588.423808342
2873,600283.079267115
2874,411718.487495761
2875,474255.681353386
2876,565881.580402207
2877,403033.348248961
2878,410930.140914833
2879,681462.595280471
2880,54675.3564489499
2881,345737.436511681
2882,427379.382431416
2883,195254.754610995
2884,301786.457547669
2885,327262.034763865
2886,596093.728229287
2887,845103.674682786
2888,650411.751394964
2889,708320.975976632
2890,534273.848374841
2891,406716.633913338
2892,353378.996460988
2893,302795.634921575
2894,115025.196071061
2895,39080.8921032713
2896,184078.325700858
2897,567193.041622997
2898,776509.556266045
2899,509979.28993105
2900,489921.515214892
2901,669654.855100963
2902,335591.179741909
2903,266347.003172894
2904,519956.421342363
2905,776823.651556303
2906,541188.019742648
2907,400493.27492409
2908,446484.592909708
2909,452360.579258947
2910,416044.477462545
2911,420176.855539825
2912,229981.724188865
2913,418601.743417722
2914,497996.298991768
2915,705167.151109152
2916,663142.440837532
2917,391716.053991715
2918,757546.179675938
2919,275277.913302335
2920,322845.440754868
2921,262362.260645864
2922,581844.127297276
2923,529291.893288186
2924,261106.960429411
2925,298971.007186796
2926,462178.162493785
2927,452808.693690477
2928,484986.498019841
2929,294604.685709792
2930,567671.992738062
2931,216830.02938971
2932,646528.763960646
2933,362366.532070221
2934,754860.32296133
2935,631842.520869547
2936,296915.226960333
2937,805821.956814841
2938,389597.148874291
2939,763597.73874672
2940,506692.502353684
2941,307273.486848153
2942,458009.95587607
2943,364172.204994561
2944,433191.945012078
2945,608043.999482085
2946,404175.879720404
2947,598338.74445105
2948,492341.276299923
2949,313293.670739919
2950,639365.283854014
2951,456124.881585293
2952,1009834.26220136
2953,327922.381663988
2954,717654.413993514
2955,469329.717827562
2956,439072.078561825
2957,486417.730881734
2958,195410.212643839
2959,326701.207598234
2960,594679.574546594
2961,424330.526804471
2962,408251.771836235
2963,426073.304631727
2964,552842.130650856
2965,710401.510411114
2966,675352.208490409
2967,578030.885397012
2968,336728.985418141
2969,339750.27523612
2970,379620.420656049
2971,449300.362649716
2972,563318.619925759
2973,538929.549199441
2974,81345.7877898328
2975,518981.620068475
2976,710714.485503479
2977,548655.703699028
2978,227361.862433024
2979,280464.957674392
2980,420220.523776637
2981,333278.151200566
2982,484202.893429522
2983,12011.837896128
2984,567383.52013131
2985,697146.159314971
2986,460795.882353828
2987,346777.059541867
2988,483612.918059811
2989,750333.678954702
2990,68786.7283005072
2991,700879.528220945
2992,557846.941095251
2993,712744.655448948
2994,492697.796326598
2995,619743.214217297
2996,839351.236132661
2997,280603.661296358
2998,676279.023888036
2999,1004442.34784663
3000,718565.565376577
3001,671072.214463888
3002,775058.451819451
3003,452444.627559812
3004,560041.187634955
3005,291271.406852611
3006,306915.497719679
3007,808717.798675693
3008,458965.022092514
3009,748362.873174154
3010,180825.816867202
3011,688660.235050018
3012,297129.005946608
3013,615786.06377851
3014,253877.017924174
3015,764165.234488911
3016,398616.923910185
3017,235602.009359184
3018,362673.37822588
3019,374551.527631579
3020,571841.596222542
3021,609507.193778827
3022,531297.084140666
3023,298987.782167388
3024,479909.768125772
3025,438852.663189161
3026,679990.345715813
3027,322897.343270659
3028,583137.751216442
3029,474482.979199052
3030,377139.36513643
3031,460655.883174079
3032,569249.465937851
3033,358104.935952025
3034,590097.582737555
3035,386106.863064281
3036,167764.091269124
3037,161758.222523012
3038,523262.653755146
3039,323497.570337901
3040,386369.7605771
3041,620523.283915312
3042,228677.186636985
3043,316575.934644241
3044,1235310.11260843
3045,354572.278028196
3046,261577.500396294
3047,383373.187837571
3048,636745.106390848
3049,603812.501414934
3050,896162.28224032
3051,390967.671346128
3052,343012.536353841
3053,531005.097634483
3054,760792.483399885
3055,616114.454305156
3056,946312.231836377
3057,626834.572954467
3058,481180.322262879
3059,606501.908968684
3060,457664.127753295
3061,316112.618314895
3062,473606.537767944
3063,537466.980793348
3064,358611.51438417
3065,396050.131255974
3066,541897.801397219
3067,471469.076744187
3068,545071.02724635
3069,174914.178327893
3070,207023.012491732
3071,294496.629154164
3072,295961.869845195
3073,699841.025056026
3074,196367.964935097
3075,712429.724042829
3076,176969.956768387
3077,600147.713626541
3078,600791.220343041
3079,680586.41111955
3080,436347.671021116
3081,613251.274015987
3082,603486.270458756
3083,468460.99696131
3084,540063.193035214
3085,520518.764675206
3086,516505.106837769
3087,406175.116446095
3088,811096.936968453
3089,291374.961304582
3090,244701.530141105
3091,950764.349881223
3092,358798.006253945
3093,375175.067230731
3094,317928.005963765
3095,580860.916208388
3096,330506.308545369
3097,653869.579422158
3098,843543.732715139
3099,477596.591423515
3100,395080.684739771
3101,490973.161018707
3102,119530.180558313
3103,416782.632682321
3104,520072.509856542
3105,693863.44822827
3106,669138.954489867
3107,450982.951650824
3108,342302.459164635
3109,613160.570272769
3110,564893.615308676
3111,554955.404254052
3112,676187.301354621
3113,911434.421771729
3114,571177.15534027
3115,319885.318420092
3116,653063.304946212
3117,748076.907888944
3118,478557.460279515
3119,463319.62930791
3120,535713.036522455
3121,654715.506223373
3122,267136.209417279
3123,452626.583398624
3124,544547.231879089
3125,338794.221478192
3126,1011690.69886338
3127,506491.521935247
3128,740423.834733987
3129,360267.321777926
3130,704357.605127204
3131,568006.772032246
3132,452573.431038233
3133,676341.396463623
3134,678537.947136337
3135,482692.863221082
3136,376208.38666124
3137,467635.254629072
3138,544301.286702825
3139,437064.655982381
3140,469311.418610517
3141,281816.842123703
3142,394124.229319111
3143,322719.460957155
3144,261771.322684
3145,296694.023797363
3146,499078.422775679
3147,646294.121804766
3148,659876.489794059
3149,275798.876032741
3150,285455.047658057
3151,287864.311659213
3152,531325.786552494
3153,506296.231244671
3154,396949.058312477
3155,442493.668731247
3156,389672.875722452
3157,617343.157040705
3158,425326.480277613
3159,319910.963472034
3160,554221.358033739
3161,466919.299055368
3162,570502.064107162
3163,613913.201185475
3164,552909.181335692
3165,568805.742808486
3166,63961.6666293678
3167,842096.357961208
3168,622066.932900199
3169,425500.467126418
3170,499325.627957932
3171,638483.708577639
3172,451329.445693695
3173,311435.263270219
3174,409323.217119472
3175,280359.299105948
3176,337842.12839065
3177,469583.452988325
3178,464851.48284994
3179,345557.20232619
3180,322312.054468494
3181,279630.029895957
3182,437029.815966404
3183,249153.181644805
3184,704623.32035168
3185,258229.200954593
3186,606916.828370396
3187,394669.482670952
3188,293828.168770427
3189,461041.057977563
3190,340429.801382473
3191,855495.877225819
3192,370985.747673189
3193,481829.036256864
3194,612272.933552567
3195,331984.109995162
3196,384733.684146122
3197,830591.401307841
3198,509148.837262406
3199,412056.26311967
3200,265080.692797705
3201,345187.62479097
3202,847049.46242976
3203,874702.756965605
3204,794743.02490865
3205,558576.837040949
3206,652531.307209828
3207,1016124.61038331
3208,282895.094027697
3209,577444.834894243
3210,738390.454761371
3211,378188.137397164
3212,172180.7015728
3213,449220.843988066
3214,390073.324877297
3215,246811.785556105
3216,535831.552059614
3217,667668.764451074
3218,648491.536916505
3219,765817.348646702
3220,312462.782800215
3221,502237.104524792
3222,427844.07383342
3223,455982.674759686
3224,372138.682828559
3225,685608.661220429
3226,343758.912034639
3227,313046.284176339
3228,955087.432611645
3229,355796.04346323
3230,382693.054888211
3231,361927.869215984
3232,666033.122290187
3233,599456.094684941
3234,519461.984952439
3235,295622.993438903
3236,431126.867558005
3237,597439.104463319
3238,912572.654409863
3239,605422.624472307
3240,315129.92188664
3241,1303614.91236145
3242,807534.879891826
3243,491819.029626576
3244,368342.02949723
3245,459980.158048127
3246,553799.858684178
3247,696612.547940099
3248,420412.580445445
3249,706138.021964754
3250,298673.938330252
3251,547488.822074174
3252,764692.710919441
3253,380453.057054848
3254,827194.06206122
3255,167051.604052577
3256,604885.068918336
3257,552921.556571118
3258,869026.585075501
3259,349251.532100439
3260,400479.31350448
3261,579326.410864372
3262,602874.596218834
3263,367923.502937632
3264,568876.500872785
3265,284056.802849423
3266,403377.503521951
3267,813771.060409232
3268,624591.482467354
3269,729542.387238129
3270,576322.765149961
3271,899541.451201094
3272,860969.928829328
3273,290378.721151145
3274,377891.108258749
3275,268903.54085652
3276,854138.615304664
3277,419328.329191125
3278,339378.495978057
3279,388066.968291595
3280,523142.990067731
3281,712538.283378185
3282,536819.588306884
3283,352620.176175813
3284,427604.43309196
3285,264768.804064924
3286,520766.68845734
3287,406087.049460169
3288,478712.180946614
3289,686135.764262356
3290,396996.627881656
3291,626619.526437947
3292,637810.047119693
3293,195500.772248264
3294,384714.461981723
3295,418792.176868501
3296,498218.348680076
3297,737220.286175237
3298,222851.601885419
3299,246570.267943816
3300,233811.941956202
3301,597843.012663433
3302,436160.90759231
3303,515810.415031513
3304,649290.757253182
3305,250874.985912325
3306,478137.622382639
3307,492112.171673837
3308,271850.505474152
3309,292040.052716967
3310,285154.643856916
3311,694520.693172087
3312,232181.266962341
3313,323027.227274471
3314,427333.721511259
3315,369989.466317098
3316,320098.211139421
3317,505089.846431001
3318,372899.844168005
3319,483258.424400695
3320,411662.291494456
3321,577434.305713528
3322,338720.39067208
3323,759556.84773515
3324,289876.625725038
3325,715385.606554325
3326,50580.0739947423
3327,403536.197064132
3328,438297.788515558
3329,547121.415672477
3330,712220.758056519
3331,694870.64731333
3332,704681.735830986
3333,299290.731412787
3334,656922.20001989
3335,730773.258488005
3336,462582.809674084
3337,683791.362886519
3338,262815.007529653
3339,419166.049976318
3340,221340.830678642
3341,251489.641728268
3342,649034.364778487
3343,677663.920560301
3344,622692.05562494
3345,264816.001638849
3346,352023.354219982
3347,379757.278156183
3348,397278.815934689
3349,382046.533457997
3350,280169.887979717
3351,609853.593902949
3352,476868.808435304
3353,230315.407937318
3354,186862.367319478
3355,283731.2013699
3356,307115.290491845
3357,346134.85644942
3358,403881.981192966
3359,290212.285586147
3360,722319.301089341
3361,628757.860911037
3362,653277.274915506
3363,529787.200952662
3364,426820.192992329
3365,336829.994699313
3366,682996.026612284
3367,834744.672499681
3368,392943.764890813
3369,470154.051925482
3370,567887.950656336
3371,304168.362041136
3372,285354.245452238
3373,272381.726468029
3374,531494.266548229
3375,459349.899373972
3376,436309.870240379
3377,894856.595411529
3378,440839.594227538
3379,672771.934354581
3380,290748.146379593
3381,694122.611395158
3382,422046.634892662
3383,688868.140914279
3384,402333.736792142
3385,474276.543077092
3386,190212.467971465
3387,528500.027862769
3388,965895.957435029
3389,330057.798766443
3390,393781.84108347
3391,637098.986262293
3392,777642.673141044
3393,563834.652278312
3394,582257.727400174
3395,377003.132064334
3396,653173.303925252
3397,388600.874187918
3398,500090.478204433
3399,476190.370996847
3400,551216.797732676
3401,464383.199459694
3402,342291.755836005
3403,700940.401063487
3404,314374.376305153
3405,605022.272537955
3406,150438.80878401
3407,631726.63878968
3408,386946.084909081
3409,346051.96305985
3410,408318.730146098
3411,371455.947710433
3412,404253.953412047
3413,555326.262032871
3414,354598.773885519
3415,340280.693853714
3416,400761.596185056
3417,396040.832639599
3418,703511.934430014
3419,337709.642677628
3420,586012.663970346
3421,437007.535527425
3422,470306.929010625
3423,381034.594428944
3424,283241.781411941
3425,155133.931176857
3426,243297.27104818
3427,91720.5741305065
3428,323435.828062322
3429,334919.350540697
3430,343274.809224771
3431,930650.634223908
3432,383695.505171249
3433,464593.403220143
3434,482773.971979294
3435,725241.490621635
3436,774736.474085548
3437,404889.791124896
3438,486972.444461914
3439,379067.990959619
3440,629719.313102409
3441,240146.76476145
3442,329353.653388134
3443,308234.729645159
3444,801558.841843396
3445,682495.686696886
3446,753663.451292295
3447,510595.853910088
3448,496783.978425892
3449,314923.52947732
3450,501320.266794706
3451,280288.410648309
3452,349022.586674153
3453,809426.937487013
3454,706709.075575556
3455,676597.290763047
3456,401003.430089411
3457,747344.826647469
3458,345596.359202316
3459,238093.126457702
3460,520263.10803774
3461,447763.738903048
3462,360873.068736431
3463,159826.136983157
3464,540207.745882366
3465,454101.31521875
3466,610028.658372872
3467,351120.005431457
3468,333275.504808054
3469,332883.30652889
3470,437993.075682024
3471,379416.775627542
3472,526943.619993639
3473,713281.778151675
3474,390247.594770691
3475,340391.049334931
3476,542099.207260768
3477,70304.4563099967
3478,523543.866307609
3479,420326.935617121
3480,519801.508318802
3481,647081.084020818
3482,872527.050571233
3483,438457.392954771
3484,442008.257844355
3485,708801.753987247
3486,409750.887986653
3487,635959.993109007
3488,219080.129086553
3489,594532.562751608
3490,597492.21035849
3491,886744.498859026
3492,563319.00650074
3493,637670.985556826
3494,698637.716249476
3495,246150.348605742
3496,505419.450698851
3497,269132.345604257
3498,705098.44724435
3499,790423.096331142
3500,356520.950035261
3501,622263.130074481
3502,330704.782550954
3503,397129.665637265
3504,640458.569196209
3505,539986.121577888
3506,299942.059452033
3507,322986.178019336
3508,335705.073315271
3509,320319.902583728
3510,931045.122385208
3511,604150.939774027
3512,464628.439152398
3513,491282.271396263
3514,537042.035877584
3515,436284.575978993
3516,592018.71678139
3517,334543.128752858
3518,349944.099445864
3519,785772.072485382
3520,836408.366140143
3521,969528.217310455
3522,269352.920045925
3523,275416.426908295
3524,401260.334207158
3525,618056.356768087
3526,488947.140032809
3527,310421.327226941
3528,543166.120139106
3529,930495.338828651
3530,360780.586513111
3531,359493.841216275
3532,308988.742689918
3533,389901.601587363
3534,492082.62925422
3535,520470.748003185
3536,747162.539968452
3537,702645.236084057
3538,198914.529064069
3539,270814.054587739
3540,664865.180799343
3541,576180.928190254
3542,816104.735505161
3543,386073.87499874
3544,393549.588550558
3545,407236.147539572
3546,836755.611844906
3547,631027.424414398
3548,578574.621332784
3549,671926.230877192
3550,1043151.21471813
3551,570884.61921147
3552,544859.270540116
3553,876113.509984598
3554,727871.234402091
3555,416137.309015791
3556,613731.875179976
3557,652560.291944839
3558,476532.824618256
3559,374224.961418697
3560,538792.296986778
3561,682057.748696818
3562,776156.21934212
3563,1131699.63466479
3564,717083.102960657
3565,365022.791598961
3566,395308.994837218
3567,689136.29908358
3568,61942.8896735399
3569,540009.7491287
3570,786929.019627698
3571,774125.232036738
3572,391562.74627201
3573,432540.381259409
3574,25662.9259357518
3575,387073.233461901
3576,618431.164516866
3577,325204.746222645
3578,221737.564972123
3579,665397.817089866
3580,495916.683215013
3581,245859.575380882
3582,515551.713215613
3583,691132.098186531
3584,1434747.08659905
3585,514847.442272845
3586,312489.031604968
3587,568984.323147017
3588,586526.823720037
3589,894025.516399338
3590,453348.390445629
3591,371285.564809843
3592,372216.358495726
3593,427405.903098418
3594,479332.664852371
3595,1030530.54687362
3596,769870.488039453
3597,461842.074005036
3598,654504.231287261
3599,851443.238069906
3600,443528.545616804
3601,476189.735875397
3602,290172.87760096
3603,402127.782533968
3604,281882.835346452
3605,369500.677072379
3606,804539.084385156
3607,564330.389965274
3608,609600.439748633
3609,341258.989606591
3610,575671.774191611
3611,464650.299254376
3612,189842.154948704
3613,1062450.25834966
3614,806202.002898385
3615,268871.507782855
3616,395402.8836713
3617,579545.272468302
3618,716765.46982206
3619,453041.095154995
3620,574202.552697536
3621,396775.433759762
3622,398135.895598346
3623,465931.645952285
3624,318785.577795982
3625,303884.767682892
3626,448477.984305466
3627,681641.205580049
3628,334336.843031229
3629,441159.811344258
3630,515639.702807952
3631,501054.371878657
3632,522909.370612759
3633,982652.037072671
3634,337456.303200894
3635,695176.783721137
3636,26630.8518954196
3637,246343.145978185
3638,440749.768436641
3639,313460.203322813
3640,349569.128762037
3641,87119.8892377782
3642,703582.510659667
3643,293677.402914516
3644,277227.684121546
3645,164099.629205136
3647,805713.162144823
3648,476670.018142552
3649,651951.661897877
3650,471845.073675359
3651,476658.735519774
3652,394526.674210286
3653,815774.360435906
3654,560875.340861941
3655,318207.779054834
3656,785202.115624185
3657,354430.742237705
3658,804179.731771367
3659,318671.490528305
3660,528122.728449561
3661,416439.257636789
3662,454014.712883474
3663,467279.683476109
3664,351881.171707322
3665,352152.160219668
3666,426859.19829733
3667,293825.20399872
3668,406129.222976413
3669,688128.497950034
3670,413424.548565111
3671,374289.586829371
3672,478031.81548039
3673,257584.39162284
3674,200081.398190166
3675,364893.160028504
3676,486913.816689119
3677,472456.706666577
3678,552069.631544453
3679,396531.491320475
3680,490798.178562794
3681,840523.270572419
3682,663471.07870931
3683,511869.489629275
3684,298439.496041771
3685,441715.907793272
3686,400329.229591127
3687,554746.098005693
3688,287811.820313275
3689,399859.810176667
3690,335584.194196562
3691,797900.818693233
3692,253003.325739688
3693,484918.652551112
3694,712182.582821563
3695,541313.337126395
3696,446255.980099057
3697,391304.882456099
3698,813691.894020117
3699,331291.468563232
3700,455099.648218246
3701,175821.750484253
3702,235165.638617047
3703,164234.101295835
3704,999051.818704007
3705,655353.425176678
3706,648787.608837494
3707,575892.870327562
3708,347419.738805484
3709,518564.867728475
3710,419877.938616907
3711,290263.783028294
3712,400038.591824578
3713,845773.798543578
3714,377698.977929515
3715,492049.359353811
3716,284424.533628077
3717,331899.158246645
3718,647081.084020818
3719,355810.037291182
3720,606692.037595225
3721,600728.364701897
3722,808496.835166621
3723,341216.455492668
3724,369038.70240385
3725,608775.804501534
3726,371180.694235667
3727,635596.698186559
3728,616627.130205638
3729,875094.219823715
3730,364569.073909348
3731,403573.68264822
3732,400189.913021675
3733,274405.801962171
3734,270298.301744079
3735,169821.66714232
3736,885086.555790306
3737,530116.954716969
3738,252351.317938071
3739,574285.271048084
3740,294407.729109579
3741,289625.370810167
3742,356121.535192879
3743,325406.201558221
3744,456783.315437784
3745,415512.163392689
3746,625072.067975757
3747,751759.622289728
3748,830545.014123061
3749,321425.092330667
3750,390118.113989089
3751,604854.438545488
3752,613887.154632881
3753,578348.705677609
3754,575521.004108866
3755,368532.867035512
3756,502331.538228324
3757,445430.220210544
3758,271069.941989986
3759,434826.361977256
3760,607518.721646595
3761,455071.151559754
3762,685781.531989951
3763,712983.224357296
3764,383640.992200752
3765,293189.700375522
3766,252142.167204342
3767,310995.680081322
3768,161043.593542284
3769,269690.000174538
3770,535195.687539585
3771,603594.815828023
3772,1019111.22522826
3773,559189.676032416
3774,405186.007951329
3775,528008.541054618
3776,465213.449671844
3777,496023.094294446
3778,547957.333104241
3779,180603.621232603
3780,348794.569676683
3781,265662.935386194
3782,599614.761340319
3783,636571.121680063
3784,805685.230165758
3785,369411.111578288
3786,571294.883071999
3787,573093.736239687
3788,397076.298353095
3789,314721.108301623
3790,301066.956426391
3791,452885.793264015
3792,248709.553482179
3793,375842.171101591
3794,289607.450072179
3795,905404.666695675
3796,781627.933793769
3797,344603.517050509
3798,355156.862264304
3799,342950.241577923
3800,364209.626582953
3801,540587.718643269
3802,811890.813918365
3803,319880.561291599
3804,647091.94550266
3805,591083.662706194
3806,533396.741256975
3807,1220131.31757537
3808,625835.003662747
3809,427107.175662625
3810,368694.411430043
3811,349164.066988846
3812,471477.345485697
3813,419328.06277049
3814,236051.663627341
3815,536955.894963869
3816,840300.472937443
3817,351657.646008579
3818,385336.395117877
3819,747191.036766241
3820,397929.980027768
3821,703575.822484942
3822,462457.158521704
3823,372393.553021753
3824,838308.421352662
3825,523017.125478086
3826,791408.220617531
3827,372023.628719258
3828,311022.477934997
3829,651527.775075532
3830,668525.627022901
3831,308454.946206567
3832,746596.374167492
3833,263024.761750282
3834,404300.402894322
3835,362615.200938348
3836,831858.111498177
3837,752288.537271944
3838,706973.903275582
3839,276061.865667529
3840,556335.405349155
3841,421444.080482956
3842,705461.261649252
3843,573390.156327579
3844,220895.498352955
3845,606796.598515805
3846,401102.158128449
3847,444696.349482837
3848,662643.74178553
3849,575013.678393581
3850,680467.561492056
3851,584199.858666091
3852,521183.39117296
3853,686304.662575351
3854,530724.213303893
3855,416607.034850915
3856,711457.027342475
3857,189958.230052865
3858,786299.877467494
3859,333194.32060224
3860,730237.228967556
3861,481170.409762186
3862,711223.493461514
3863,412773.128844991
3864,247357.026221225
3865,376096.259527991
3866,554130.316268387
3867,703814.139143813
3868,439391.424784928
3869,375768.910710393
3870,515122.700416904
3871,396458.043720991
3872,446433.581378033
3873,493272.946848458
3874,245464.186829089
3875,723638.005389443
3876,302324.849028231
3877,371727.750167858
3878,731287.854185071
3879,545387.277290108
3880,462595.174527775
3881,446627.346094756
3882,549033.502358778
3883,1041185.52017552
3884,423486.039656839
3885,931509.073355538
3886,205631.827937315
3887,263566.873089467
3888,637271.25045455
3889,624175.955421921
3890,623688.829036461
3891,574265.336047404
3892,387643.049038063
3893,433013.597598113
3894,264212.162491858
3895,1039514.37212315
3896,385481.918187724
3897,887336.12046849
3898,322356.791290485
3899,398055.720785228
3900,633576.375449834
3901,672460.1497771
3902,565444.228471925
3903,436724.095615283
3904,386394.702942217
3905,437411.095164733
3906,463307.85186156
3907,661644.396756111
3908,280604.835486306
3909,865340.199248444
3910,491353.41428071
3911,320304.873429153
3912,573290.24958673
3913,352327.636157859
3914,933886.364492956
3915,827810.252422513
3916,551155.307204894
3917,253382.351663253
3918,338845.656004668
3919,348406.908218271
3920,655500.975607306
3921,602920.039367216
3922,342017.684306642
3923,344364.370609215
3924,692959.732997319
3925,507286.590171018
3926,421912.369183393
3927,240288.877020114
3928,496805.880238462
3929,816969.79565881
3930,636617.984444449
3931,829929.743472795
3932,126963.929596772
3933,823571.332971871
3934,634483.615954694
3935,377688.55888859
3936,385292.368727111
3937,427562.658311216
3938,516016.151561466
3939,590965.252409348
3940,874959.180579594
3941,268560.144446034
3942,203561.187747855
3943,714676.132412281
3944,673862.047301559
3945,515493.865625153
3946,670133.070939225
